bookID,authors,average_rating,isbn,isbn13,language_code,  num_pages,publication_date,publisher,ratings_count,text_reviews_count,title
33333,Donald Miller,3.92,785263713,9.78079E+12,eng,246,10/11/2004,Thomas Nelson,23657,692,Searching for God Knows What
33342,Douglas Adams,4.58,681403225,9.78068E+12,en-US,624,11/1/1989,Longmeadow Press,433,34,The More Than Complete Hitchhiker's Guide (Hitchhiker's Guide  #1-4 + short story)
33344,Robbie Stamp/Paul Simpson,3.9,155704676X,9.78156E+12,eng,184,4/22/2005,Newmarket Press,155,18,Hitchhiker's Guide To The Galaxy: The Filming of the Douglas Adams classic
33348,Stephen King,4.35,708823602,9.78071E+12,en-GB,560,10/1/1983,Futura,188,24,Different Seasons
33353,Greg Behrendt/Amiira Ruotola (-Behrendt),4.02,767921968,9.78077E+12,eng,276,9/5/2006,Harmony,8606,670,It's Called a Breakup Because It's Broken: The Smart Girl's Break-Up Buddy
33356,Max Barry,3.66,349117624,9.78035E+12,eng,352,2/5/2004,Abacus,10771,921,Jennifer Government
33363,Gloria Naylor,4.17,679721819,9.78068E+12,eng,312,4/23/1989,Vintage,8922,559,Mama Day
33365,Sigrid Nunez,3.91,312422733,9.78031E+12,eng,192,12/27/2005,Picador,488,66,A Feather on the Breath of God
33367,Sigrid Nunez,3.92,193336856X,9.78193E+12,eng,128,2/15/2007,Soft Skull Press,134,32,Mitz The Marmoset of Bloomsbury
33411,Karel Čapek/M. Weatherall/R. Weatherall/Ivan Klíma,4.17,810114682,9.78081E+12,eng,348,10/7/1996,Northwestern University Press,170,22,War with the Newts
33418,Michio Kaku,4.18,1400033721,9.7814E+12,eng,361,2/14/2006,Anchor,15096,452,Parallel Worlds: A Journey through Creation  Higher Dimensions  and the Future of the Cosmos
33436,Joanne Fluke,3.85,758210183,9.78076E+12,eng,342,7/31/2007,Kensington Publishing Corporation,10361,531,Key Lime Pie Murder (Hannah Swensen  #9)
33437,Joanne Fluke,3.91,758202954,9.78076E+12,eng,382,2/1/2007,Kensington Publishing Corporation,12503,532,Cherry Cheesecake Murder (Hannah Swensen  #8)
33438,Joanne Fluke,3.92,758201559,9.78076E+12,eng,384,2/1/2006,Kensington,11633,554,Peach Cobbler Murder (Hannah Swensen  #7)
33439,Joanne Fluke,3.85,1575667215,9.78158E+12,eng,320,2/2/2002,Kensington,14668,881,Strawberry Shortcake Murder (Hannah Swensen  #2)
33440,Joanne Fluke,3.87,758215045,9.78076E+12,eng,352,2/1/2004,Kensington,12820,637,Lemon Meringue Pie Murder (Hannah Swensen  #4)
33441,Christopher Moore,3.75,006056668X,9.78006E+12,eng,321,6/15/2004,Harper,35450,1953,Fluke: Or  I Know Why the Winged Whale Sings
33442,Joanne Fluke,3.75,758206828,9.78076E+12,eng,380,10/1/2005,Kensington Publishing Corporation,11510,691,Sugar Cookie Murder (Hannah Swensen  #6)
33443,Joanne Fluke,3.71,758213506,9.78076E+12,eng,436,9/1/2006,Kensington,31829,1971,Chocolate Chip Cookie Murder (Hannah Swensen  #1)
33445,Joanne Fluke,3.87,1575667223,9.78158E+12,eng,310,2/1/2003,Kensington,13669,694,Blueberry Muffin Murder (Hannah Swensen  #3)
33446,Eric H.F. Law,3.77,082724231X,9.78083E+12,eng,144,1/1/1993,Chalice Press,115,21,The Wolf Shall Dwell With the Lamb: A Spirituality for Leadership in a Multicultural Community
33447,Al Ries/Laura Ries,4.06,60799900,9.78006E+12,eng,320,9/27/2005,Harper Business,480,28,Focus: The Future of Your Company Depends on It
33448,Al Ries/Jack Trout,4.04,71359168,9.78007E+12,en-US,246,1/18/2001,McGraw-Hill Education,126,9,Positioning: The Battle for Your Mind
33449,Al Ries/Jack Trout,4.05,887306667,9.78089E+12,en-US,143,4/27/1994,Harper Business,13851,462,The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk
33451,Al Ries/Jack Trout,3.82,452267641,9.78045E+12,eng,240,3/1/1992,Plume,40,5,Horse Sense: How to Pull Ahead on the Business Track
33453,Christopher Moore,3.83,60590297,9.78006E+12,eng,328,1/16/2007,William Morrow,42028,2416,You Suck (A Love Story  #2)
33454,Christopher Moore,3.94,60735414,9.78006E+12,eng,300,6/1/2004,HarperCollins,52843,1868,Bloodsucking Fiends (A Love Story  #1)
33455,Christopher Moore,3.8,60735449,9.78006E+12,eng,325,5/25/2004,Harper Perennial,27534,1247,Island of the Sequined Love Nun
33456,Christopher Moore,4.07,60590270,9.78006E+12,en-US,387,3/21/2006,William Morrow,90947,5477,A Dirty Job (Grim Reaper  #1)
33457,Christopher Moore,3.83,60735422,9.78006E+12,eng,256,5/25/2004,Perennial / William Morrow / HarperCollins,37206,1353,Practical Demonkeeping (Pine Cove  #1)
33458,Christopher Moore,3.87,60735457,9.78006E+12,en-US,304,5/25/2004,William Morrow Paperbacks,29113,1203,The Lust Lizard of Melancholy Cove (Pine Cove  #2)
33464,Bill Buford/Clive Sinclair/Graham Swift/Martin Amis/Rose Tremain/A.N. Wilson/Pat Barker/Julian Barnes/Ursula Bentley/William Boyd/Buchi Emecheta/Alan Judd/Maggie Gee/Kazuo Ishiguro/Adam Mars-Jones/Ian McEwan/Shiva Naipaul/Philip Norman/Christopher Priest/Salman Rushdie/Lisa St. Aubin de Terán,3.94,140140824,9.78014E+12,eng,320,4/1/2013,Granta Books,2,1,Granta 7
33473,Will Eisner/Neil Gaiman,4.37,039306106X,9.78039E+12,eng,421,10/17/2006,W. W. Norton  Company,1299,71,Will Eisner's New York: Life in the Big City (The New York Tetralogy  #1-4)
33474,Will Eisner,4.08,961472820,9.78096E+12,en-US,164,10/1/1996,Poorhouse Press,1789,30,Graphic Storytelling and Visual Narrative
33477,Will Eisner/Neil Gaiman,3.92,1401207553,9.7814E+12,eng,187,11/1/2005,DC Comics,786,95,The Best of the Spirit
33478,Will Eisner/Stephen Eric Bronner/Umberto Eco/Sergei Nilus,3.74,393328600,9.78039E+12,eng,160,5/17/2006,W. W. Norton  Company,1109,134,The Plot: The Secret Story of the Protocols of the Elders of Zion
33481,Will Eisner,4.31,1569719608,9.78157E+12,eng,200,2/3/2004,Dark Horse Comics,42,2,Will Eisner Sketchbook
33484,Robert E. Howard/Gregory Manchess/Patrice Louinet,4.33,345461533,9.78035E+12,eng,416,11/29/2005,Del Rey,3697,83,The Conquering Sword of Conan (Conan the Cimmerian  #3)
33488,Akira Yoshida/Pat Lee/Paul Lee/C.B. Cebulski,3.31,159307543X,9.78159E+12,eng,90,7/25/2006,Dark Horse Books,130,16,Conan and the Demons of Khitai
33489,Sandy Petersen/Lynn Willis,4.45,1568821816,9.78157E+12,eng,320,3/30/2005,Chaosium,7011,39,Call of Cthulhu: Horror Roleplaying (Call of Cthulhu RPG)
33490,H.P. Lovecraft,4.22,141187069,9.78014E+12,en-GB,420,7/25/2002,Penguin Books,809,74,The Call of Cthulhu and Other Weird Stories
33491,Lynn Willis/Brian M. Sammons/Adam Gauntlett/William Dietze/Greg Henrikson/Charles P. Zaglanis/J. Gordon Olmstead-Dean/M.J. Lempert/James Crowder,3.71,1568821867,9.78157E+12,eng,170,12/1/2002,Chaosium,41,1,The Keeper's Companion 2: Prohibition  Firearms  Tomes  & Creatures (Call of Cthulhu RPG)
33492,William    Jones,3.63,1568821808,9.78157E+12,eng,180,6/12/2005,Chaosium,27,2,Secrets of New York (Call of Cthulhu RPG)
33493,Keith Herber/Brian M. Sammons/William Dietze/Chaosium Inc.,3.92,1568821441,9.78157E+12,eng,208,9/15/2003,Chaosium,65,1,The Keeper's Companion Vol. 1 (Call of Cthulhu RPG)
33494,Cody Goodfellow,3.86,1568821875,9.78157E+12,eng,189,4/1/2006,Chaosium,18,0,Secrets of San Francisco: A 1920s Sourcebook for the City by the Bay (Call of Cthulhu RPG)
33496,Sam Johnson/Sandy Antunes,4.12,1568821409,9.78157E+12,eng,242,10/12/2005,Chaosium,38,0,Miskatonic University: Dire Secrets & Campus Life (Call of Cthulhu RPG)
33497,Sandy Petersen/Lynn Willis,4.45,1568821484,9.78157E+12,eng,288,1/1/2000,Chaosium,34,1,Call of Cthulhu: Horror Roleplaying (Call of Cthulhu RPG)
33498,Sandy Petersen,3.9,1568821743,9.78157E+12,eng,180,8/15/2004,Chaosium,63,2,Shadows of Yog-Sothoth (Call of Cthulhu RPG)
33501,Stephen Mark Rainey/H.P. Lovecraft/Ramsey Campbell/Edward P. Berglund/Fred Chappel/Caitlín R. Kiernan/Thomas F. Montelone/E.A. Lustig/Brian McNaughton/William R. Trotter,3.67,1568821174,9.78157E+12,eng,211,12/3/2005,Chaosium,45,4,Song of Cthulhu: Tales of the Spheres Beyond Sound
33507,Jules Verne/Anthony Bonner,3.88,076072850X,9.78076E+12,eng,394,4/1/2002,Barnes & Noble,142879,3087,Twenty Thousand Leagues Under the Sea (Extraordinary Voyages  #6)
33512,Jim Fergus,3.88,312199430,9.78031E+12,eng,434,2/15/1999,St. Martin's Griffin,100949,7615,One Thousand White Women: The Journals of May Dodd (One Thousand White Women  #1)
33513,William Easterly,3.83,143038826,9.78014E+12,eng,436,3/1/2007,Penguin Books,4473,232,The White Man's Burden: Why the West's Efforts to Aid the Rest Have Done So Much Ill and So Little Good
33514,William Strunk Jr./E.B. White,4.19,205313426,9.78021E+12,en-US,128,9/3/1999,Pearson,53669,2526,The Elements of Style
33532,Bram Stoker,3.99,014062063X,9.78014E+12,eng,449,4/28/1994,Penguin Books,1683,120,Dracula
33536,Marta Acosta,3.59,1416520384,9.78142E+12,en-US,314,7/4/2006,Pocket Books,2000,238,Happy Hour at Casa Dracula (Casa Dracula  #1)
33537,Mary Wollstonecraft Shelley/Susan J. Wolfson,3.79,321399536,9.78032E+12,eng,431,7/1/2006,Pearson,230,28,Frankenstein
33538,Candace Ward,4.02,486295680,9.78049E+12,eng,71,4/22/1997,Dover Publications,469,40,World War One British Poets: Brooke  Owen  Sassoon  Rosenberg and Others
33539,Michael J. Lyons,3.9,130977691,9.78013E+12,en-US,343,6/19/2003,Routledge,72,6,World War II: A Short History
33541,James L. Stokesbury,3.95,688001297,9.78069E+12,eng,352,2/1/1981,William Morrow Paperbacks,353,43,A Short History of World War I
33543,Richard Matheson/Stanley Wiater/Jack Finney/George Clayton Johnson,4.32,1887368795,9.78189E+12,eng,453,3/25/2005,Gauntlet Press,185,11,Collected Stories  Vol. 2
33544,Richard Matheson/Stephen King,4.09,312878273,9.78031E+12,eng,336,1/5/2002,Tor Books,6502,272,Nightmare At 20 000 Feet
33546,Logan Swanson/Richard Matheson,3.25,765311712,9.78077E+12,eng,223,4/16/2005,Tor Books,527,60,Earthbound
33547,Richard Matheson,3.79,727860992,9.78073E+12,eng,301,7/1/2004,Severn House Publishers,29779,1488,Hell House
33550,Richard Matheson,3.69,765311402,9.78077E+12,eng,385,10/1/2005,Forge Books,150,14,Noir: Three Novels of Suspense
33551,Richard Matheson,3.48,765308371,9.78077E+12,en-US,320,7/18/2003,Forge Books,423,44,7 Steps to Midnight
33554,Richard Matheson/Ray Bradbury,4.04,312878265,9.78031E+12,eng,400,1/4/2003,Tor Books,1824,71,Duel
33555,Richard Matheson,3.95,765308703,9.78077E+12,eng,288,1/1/2004,Tor Books,9298,830,What Dreams May Come
33557,Ian Edginton/Simon Fraser,4.5,1932382720,9.78193E+12,eng,48,3/15/2005,IDW Publishing,8,0,Richard Matheson's Hell House  Book 2
33559,Richard Matheson/Mark Dawidziak,4.02,1887368884,9.78189E+12,eng,520,1/1/2007,Gauntlet Press,42,3,Bloodlines
33561,Ha Jin,3.77,375724931,9.78038E+12,eng,240,9/11/2001,Vintage,1800,168,The Bridegroom
33563,Ha Jin,3.88,1581950063,9.78158E+12,eng,224,6/1/1998,Steerforth,356,28,Under the Red Flag
33565,Ha Jin,3.81,375702067,9.78038E+12,eng,205,7/28/1998,Vintage,419,26,Ocean of Words
33566,Ha Jin,3.77,99422174,9.7801E+12,eng,225,10/4/2001,Vintage,49,9,The Bridegroom
33567,Ha Jin,3.71,99428164,9.7801E+12,en-GB,160,1/3/2002,Vintage,1252,122,In the Pond
33569,S.E. Hinton,3.91,140389660,9.78014E+12,en-US,159,4/1/1998,Speak,26776,1630,That Was Then  This Is Now
33574,S.E. Hinton,3.13,765344726,9.78077E+12,en-US,289,10/1/2005,Tor Books,2157,288,Hawkes Harbor
33577,S.E. Hinton,4.45,6751156,9.78001E+12,eng,448,6/1/1995,HarperCollins Publishers,507,31,The Collection: The Outsiders / Rumble Fish / That Was Then  This Is Now
33581,Allen J. Frantzen/Ruth Mazo Karras/Madonna J. Hettinger/Elizabeth Stevens Girsch/John Ruffing/George Ovitt Jr./Ross Samson/Niall Brady/Douglas Moffat/David Aers/Louise M. Bishop,3,1873448031,9.78187E+12,eng,240,8/14/1994,Cruithne Press,1,0,The Work of Work Servitude  Slavery and Labor in Medieval England
33608,John Steinbeck,4.37,613996984,9.78061E+12,eng,602,10/1/1992,Turtleback Books,35,1,East of Eden
33609,Anya Seton/Philippa Gregory,4.19,155652532X,9.78156E+12,eng,500,5/1/2004,Chicago Review Press,25552,1637,Katherine
33614,Alice Dalgliesh/Marie Nonnast,4.03,689718764,9.78069E+12,eng,32,6/1/1995,Aladdin,261,19,The Fourth of July Story
33615,Bethany Roberts/Doug Cushman,3.24,618313664,9.78062E+12,en-US,32,5/24/2004,Clarion Books,126,16,Fourth of July Mice!
33616,Janet S. Wong/Margaret Chodos-Irvine,3.72,152057080,9.78015E+12,eng,40,5/1/2006,HMH Books for Young Readers,325,104,Apple Pie 4th of July
33667,James Patterson,4.04,316693251,9.78032E+12,eng,400,11/20/2000,Little  Brown and Company,795,79,Roses Are Red (Alex Cross  #6)
33668,James Patterson/Maxine Paetro,4.07,446613363,9.78045E+12,eng,448,6/1/2006,Vision,62523,1674,4th of July (Women's Murder Club  #4)
33671,James Patterson,3.86,70488207,9.78007E+12,eng,210,1/1/1980,McGraw-Hill Companies,307,28,Virgin
33672,James Patterson/Ted Bell/Raelynn Hillhouse/Gregg Hurwitz/Alex Kava/J.A. Konrath/John Lescroart/David Liss/Eric Van Lustbader/Dennis Lynds/Gayle Lynds/Steve Berry/Chris Mooney/David Morrell/Katherine Neville/Michael Palmer/Douglas Preston/Christopher Reich/James Rollins/M.J. Rose/James Siegel/Grant Blackwood/Brad Thor/M. Diane Vogt/F. Paul Wilson/Lee Child/Lincoln Child/David Dun/Heather Graham/James Grippando/Denise Hamilton/David Liparulo/Christopher  Rice,3.5,778322998,9.78078E+12,eng,568,5/30/2006,Mira Books,2427,208,Thriller: Stories To Keep You Up All Night
33676,James Patterson,4.15,316155608,9.78032E+12,eng,405,5/29/2007,Little  Brown and Company,80643,2270,Saving the World and Other Extreme Sports (Maximum Ride  #3)
33681,James Patterson,4.08,613608704,9.78061E+12,eng,471,2/1/2002,Turtleback Books,24,4,1st To Die (The Women's Murder Club  #1)
33682,James N. Frey,3.95,312304463,9.78031E+12,eng,288,2/12/2004,St. Martin's Press,323,63,How to Write a Damn Good Mystery: A Practical Step-by-Step Guide from Inspiration to Finished Manuscript
33686,Robert D. Kaplan,3.92,375714332,9.78038E+12,eng,272,3/8/2005,Vintage/Random House (NY),204,26,Mediterranean Winter: The Pleasures of History and Landscape in Tunisia  Sicily  Dalmatia and the Peloponnese
33690,Robert D. Kaplan,3.94,312424930,9.78031E+12,eng,352,5/1/2005,Picador,3080,287,Balkan Ghosts: A Journey Through History
33692,Robert D. Kaplan,3.92,037550804X,9.78038E+12,en-US,272,2/3/2004,Random House,32,9,Mediterranean Winter: The Pleasures of History & Landscape in Tunisia  Sicily  Dalmatia & Greece
33699,Åsne Seierstad,3.76,9706519246,9.78971E+12,spa,285,11/1/2004,Grupo Océano,112,18,El librero de Kabul
33704,Åsne Seierstad,3.76,3546003306,9.78355E+12,ger,301,2/1/2003,Claassen Verlag,1,0,Der Buchhändler aus Kabul: Eine Familiengeschichte
33705,Nancy White Carlstrom/Lori McElrath-Eslick,4.2,802850898,9.7808E+12,eng,32,1/31/1997,William B. Eerdmans Publishing Company,0,0,Does God Know How to Tie Shoes?
33718,Susan Oliver/Harry   Bates,3.67,1584793821,9.78158E+12,eng,80,10/26/2004,Harry N. Abrams,3,1,The Ties That Bind: Life's Most Essential Knots and Ties
33722,Sophie Kinsella,3.83,385338694,9.78039E+12,eng,404,4/25/2006,Dial Press Trade Paperback,235032,6613,The Undomestic Goddess
33723,Lauren Henderson/Chris Manby/Sarah Mlynowski/Jill A. Davis/Stella Duffy/Lisa Jewell/Marian Keyes/Sophie Kinsella/Adèle Lang/Carole Matthews/Anna Maxted/Megan McCafferty/Alisa Valdes/Isabel Wolff/Meg Cabot/Jessica Adams/Louise Bagshawe/Emily Barr/Jenny Colgan/Lynda Curnyn/Jennifer Weiner,3.63,373250746,9.78037E+12,eng,325,8/25/2004,Red Dress Ink,12765,185,Girls' Night In
33724,Sophie Kinsella,3.84,440241901,9.78044E+12,eng,374,12/27/2005,Dell Publishing Company,333613,9326,Can You Keep a Secret?
33726,Jennifer Crusie,3.78,312932812,9.78031E+12,eng,336,7/11/2004,St. Martin's Paperbacks,15184,445,Crazy For You
33727,Jennifer Crusie,3.94,312932804,9.78031E+12,eng,416,7/11/2004,St. Martin's Paperbacks,28903,918,Welcome to Temptation (Dempseys  #1)
33729,Jennifer Crusie,3.92,312932782,9.78031E+12,eng,448,7/11/2004,St. Martin's Paperbacks,16644,665,Faking It (Dempseys  #2)
33732,Jennifer Crusie,3.8,037377138X,9.78037E+12,eng,283,11/21/2006,HQN Books,17677,872,Anyone But You
33734,Jennifer Crusie,3.71,1551668653,9.78155E+12,eng,248,10/25/2001,MIRA,12528,596,Getting Rid of Bradley
33735,Jennifer Crusie,3.64,155166951X,9.78155E+12,eng,256,10/25/2002,MIRA,5707,243,What The Lady Wants
33737,Jennifer Crusie,3.77,373772513,9.78037E+12,eng,328,1/30/2007,HQN,13317,697,Manhunting
33744,Jennifer Crusie/Eileen Dreyer/Anne Stuart,3.48,031294098X,9.78031E+12,eng,391,9/10/2007,St. Martin's Paperbacks,3252,233,The Unfortunate Miss Fortunes
33747,Jennifer Crusie/Marina Mariasch,3.92,9500426544,9.7895E+12,spa,420,9/1/2005,Planeta Publishing,18,1,La falsificadora
33751,Jennifer Crusie,3.94,3442448964,9.78344E+12,ger,480,4/1/2001,Goldmann Verlag,15,1,Die Naschkatzen
33753,Jennifer Crusie/Leah Wilson/Gregory Stevenson,3.55,1933771178,9.78193E+12,eng,197,4/10/2007,Smart Pop,926,140,Coffee at Luke's: An Unauthorized Gilmore Girls Gabfest
33762,Jennifer Weiner/Eduardo García Murillo,3.72,849561863X,9.7885E+12,spa,415,6/1/2003,Umbriel,4,0,Bueno en la Cama
33768,Anna Maxted,3.54,60096683,9.78006E+12,eng,400,8/3/2004,William Morrow Paperbacks,2729,105,Behaving Like Adults
33771,Anna Maxted,3.44,1858689104,9.78186E+12,eng,128,1/1/2000,Carlton Publishing Group,9,0,Over 100 Truly Astonishing Sex Tips
33773,Anna Maxted,3.89,722539010,9.78072E+12,eng,224,5/2/2000,HarperCollins Publishers Ltd,9,2,How to Seduce Your Dream Man
33774,Anna Maxted,3.53,60988258,9.78006E+12,eng,432,5/28/2002,William Morrow Paperbacks,5826,207,Running in Heels
33775,Anna Maxted,3.54,3442454085,9.78344E+12,ger,512,2/1/2003,Goldmann,0,0,Kopfüber ins Glück
33777,Michelle Lovric,3.68,034911899X,9.78035E+12,eng,464,1/20/2005,Abacus,34,3,Venice: Tales of the City
33795,Danzy Senna,4.03,1573227161,9.78157E+12,eng,413,2/1/1999,Riverhead Books,6206,599,Caucasia
33807,Nelson DeMille,3.85,446358584,9.78045E+12,eng,544,7/1/1991,Grand Central Publishing,4874,154,The Talbot Odyssey
33808,Nelson DeMille,4.19,446679097,9.78045E+12,eng,720,1/1/2002,Grand Central Publishing,26514,1008,The Lion's Game (John Corey  #2)
33809,Nelson DeMille,4.17,446674826,9.78045E+12,eng,880,9/1/1998,Grand Central Publishing,8296,275,Word of Honor
33810,Nelson DeMille,4.03,446679089,9.78045E+12,eng,592,1/1/2002,Grand Central Publishing,36285,1662,Plum Island (John Corey  #1)
33817,Nelson DeMille,3.67,751531243,9.78075E+12,eng,564,3/1/2008,Sphere,49,6,Spencerville
33820,Nelson DeMille,4.02,446611913,9.78045E+12,eng,880,4/1/2003,Vision,14537,702,Up Country
33821,Nelson DeMille,3.85,3548253814,9.78355E+12,ger,470,4/1/2002,Ullstein,2,1,Wolfsbrut.
33824,Nelson DeMille,3.85,751531200,9.78075E+12,eng,640,11/2/2000,Sphere,28,1,The Talbot Odyssey
33832,Kay Redfield Jamison,4.1,375701478,9.78038E+12,eng,432,10/10/2000,Vintage,5382,224,Night Falls Fast: Understanding Suicide
33833,Reinaldo Arenas/Dolores M. Koch,4.17,1852428082,9.78185E+12,eng,317,6/15/2001,Serpents Tail,3158,252,Before Night Falls
33835,C.S. Friedman,4.14,756403162,9.78076E+12,en-US,560,10/4/2005,DAW,8188,139,When True Night Falls (The Coldfire Trilogy  #2)
33836,Anne Stuart,3.87,451404750,9.78045E+12,eng,416,3/1/1995,Onyx,981,106,Nightfall
33837,Linda  Anderson,3.44,743411471,9.78074E+12,eng,436,10/1/2000,Pocket Books,41,3,When Night Falls
33838,Keith Gray,3.39,1842991248,9.78184E+12,eng,74,9/1/2007,Barrington Stoke,23,6,Before Night Falls
33853,Carolyn Meyer,3.7,152956026,9.78015E+12,eng,208,10/15/1992,HMH Books for Young Readers,642,80,Where the Broken Heart Still Beats: The Story of Cynthia Ann Parker
33868,Quentin Carter,4.47,977880435,9.78098E+12,eng,243,10/1/2006,Triple Crown Publications,499,11,In Cahootz: Sequel to Hoodwinked
33869,Quentin W. Fleming/Joel M. Koppelman,3.77,1930699891,9.78193E+12,en-GB,232,6/30/2006,Project Management Institute,66,7,Earned Value Project Management
33871,Edwin Page,3.25,714531162,9.78071E+12,eng,352,10/1/2005,Marion Boyars Publishers Ltd,50,3,Quintessential Tarantino
33873,Quentin Skinner,4.36,521220238,9.78052E+12,eng,332,2/15/1979,Cambridge University Press,12,2,The Foundations of Modern Political Thought: Volume One: The Renaissance
33874,Maeve Binchy,3.9,752864777,9.78075E+12,eng,656,3/2/2006,Orion (an Imprint of The Orion Publishing Group Ltd ),44,6,Tara Road
33876,Aljean Harmetz,4,810936844,9.78081E+12,eng,224,9/1/1996,Harry N. Abrams,29,2,On the Road to Tara
33880,Andre Dubus,4.28,679767304,9.78068E+12,eng,476,12/4/1995,Vintage,2738,135,Selected Stories
33883,Andre Dubus,4.33,879239484,9.78088E+12,eng,195,11/1/1992,David R. Godine Publisher,351,45,Broken Vessels
33888,Andre Dubus/Todd Field,4.16,1400030773,9.7814E+12,eng,148,1/29/2002,Vintage,870,74,In the Bedroom: Seven Stories
33896,Charles Frazier,3.69,375509321,9.78038E+12,eng,422,10/3/2006,Random House,10534,1578,Thirteen Moons
33904,Paul A. Sabatier/Will Focht/Mark Lubell/Zev Trachtenberg/Arnold Vedlitz/Marty Matlock,3.21,262693194,9.78026E+12,eng,344,4/29/2005,The MIT Press,13,1,Swimming Upstream: Collaborative Approaches to Watershed Management
33906,Sara Zarr,3.66,316014532,9.78032E+12,eng,192,1/10/2007,Little  Brown Books for Young Readers,15106,1558,Story of a Girl
33914,Sharon Rose Wilson/Thomas B. Friedman/Shannon Eileen Hengen,3.75,873527364,9.78087E+12,eng,215,1/1/1996,Modern Language Association of America,8,0,"Approaches to Teaching Atwood's ""the Handmaid's Tale"" and Other Works (Approaches to Teaching World Literature)"
33917,Jhumpa Lahiri,3.99,618485228,9.78062E+12,eng,291,9/1/2004,Mariner Books,213178,10160,The Namesake
33922,Donna Freitas,3.59,787976288,9.78079E+12,eng,239,9/1/2004,Jossey-Bass,34,4,Becoming a Goddess of Inner Poise: Spirituality for the Bridget Jones in All of Us
33928,Stephen Jay Gould,3.96,609801406,9.78061E+12,eng,256,9/16/1997,Three Rivers Press (CA),1630,84,Full House: The Spread of Excellence from Plato to Darwin
33929,Stephen Jay Gould,4.09,393311392,9.78039E+12,en-US,480,4/17/1994,W.W. Norton & Company,721,17,Eight Little Piggies: Reflections in Natural History
33931,Stephen Jay Gould,3.92,674891996,9.78067E+12,eng,240,1/1/1988,Harvard University Press,321,19,Time's Arrow  Time's Cycle: Myth and Metaphor in the Discovery of Geological Time
33932,Stephen Jay Gould,3.63,1400051533,9.7814E+12,eng,288,3/23/2004,Three Rivers Press,397,29,The Hedgehog  the Fox & the Magister's Pox: Mending the Gap Between Science & the Humanities
33933,Stephen Jay Gould,4.11,393308197,9.78039E+12,eng,343,8/17/1992,W. W. Norton  Company,5726,75,The Panda's Thumb: More Reflections in Natural History
33935,Stephen Jay Gould,4.15,039330857X,9.78039E+12,eng,544,4/17/1992,W. W. Norton  Company,2608,55,Bully for Brontosaurus: Reflections in Natural History
33936,Stephen Jay Gould,4.1,393311031,9.78039E+12,eng,413,4/17/1994,W.W. Norton & Company (NY),1730,43,Hen's Teeth and Horse's Toes: Further Reflections in Natural History
33937,Stephen Jay Gould/Paul McGarr/Oliver Sacks/Steven Rose,4.25,393064980,9.78039E+12,eng,672,5/17/2007,W. W. Norton  Company,363,29,The Richness of Life: The Essential Stephen Jay Gould
33938,Elisabeth Kübler-Ross,4.16,684846314,9.78068E+12,eng,288,6/19/1998,Scribner,1080,112,The Wheel of Life: A Memoir of Living and Dying
33953,James B. Stiff/Paul A. Mongeau,3.31,1572307021,9.78157E+12,en-US,351,10/18/2002,The Guilford Press,4,0,Persuasive Communication
33956,Joseph Delaney,3.99,99456451,9.7801E+12,eng,325,6/30/2005,Red Fox,2956,242,The Spook's Apprentice (The Last Apprentice / Wardstone Chronicles  #1)
33957,Jim Hougan,4.12,688033555,9.78069E+12,eng,478,8/1/1978,William Morrow & Company,24,1,Spooks: The Haunting of America: The Private Use of Secret Agents
33973,Howard F. Lyman/Glen Merzer/Joanna Samorow-Merzer/Caldwell B. Esselstyn Jr.,3.93,743286987,9.78074E+12,eng,288,9/20/2005,Scribner,256,28,No More Bull!: The Mad Cowboy Targets America's Worst Enemy: Our Diet
33975,Vicki Constantine Croke/Vicki Constantine Croke,3.95,525945075,9.78053E+12,eng,194,11/1/1999,Dutton Adult,12,3,Animal E.R.: Extraordinary Stories Hope Healing from 1 World's Leading Veterinary Hospitals
33978,Donna M. Jackson,3.91,618436634,9.78062E+12,eng,96,11/28/2005,HMH Books for Young Readers,110,33,ER Vets: Life in an Animal Emergency Room
33992,National Commission on Terrorist Attacks Upon The United States,3.6,393326713,9.78039E+12,eng,592,7/22/2004,W. W. Norton  Company,3272,229,The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States
33993,Emma McLaughlin/Nicola Kraus,2.4,743266862,9.78074E+12,en-US,305,10/4/2005,Washington Square Press,5415,577,Citizen Girl
33999,Charles Darwin/Michael T. Ghiselin,3.98,486450066,9.78049E+12,eng,321,6/23/2006,Dover Publications,185,14,On the Origin of Species by Means of Natural Selection
34002,Charles Darwin/Richard Dawkins,4.15,1400041279,9.7814E+12,eng,1024,10/14/2003,Everyman's Library,513,34,The Origin of Species/The Voyage of the Beagle
34003,Theodosius Dobzhansky/Niles Eldredge/Stephen Jay Gould,4.14,231054750,9.78023E+12,eng,364,7/22/1982,Columbia University Press,26,1,Genetics and the Origin of Species
34014,Michael D. Lyman/Gary W. Potter,3.8,131730363,9.78013E+12,eng,496,7/1/2006,Prentice Hall,12,1,Organized Crime
34015,Lyman S. Spitzer Jr.,4.25,486449823,9.78049E+12,eng,192,7/7/2006,Dover Publications,4,1,Physics of Fully Ionized Gases
34016,Michael D. Lyman,4.21,131198777,9.78013E+12,en-US,536,10/19/2004,Prentice Hall,1,0,Criminal Investigation: The Art and the Science
